11412	4	8	0	0	0	4882	12	246	54	22	493	231	321	75	43
10305	15	9	3	13	1	3402	39	311	56	14	278	123	176	54	29
11106	27	11	10	5	7	8473	83	300	86	26	390	225	275	69	35
11432	33	21	4	0	3	8715	305	222	229	27	707	387	481	128	65
10032	23	9	6	1	0	25590	301	320	583	70	2077	941	1338	299	186
10026	21	5	4	2	0	14673	748	206	262	59	2661	1270	1895	354	216
10451	60	14	10	2	0	13752	319	290	409	49	2569	1286	1890	422	252
11231	57	6	5	12	4	4943	113	224	76	11	575	309	328	121	69
11103	36	9	8	5	8	5678	164	270	119	25	732	335	446	120	58
11418	13	8	5	1	2	7877	85	249	151	22	132	37	80	15	8
10314	47	11	3	5	8	6710	53	548	67	27	51	15	32	3	4
10018	117	10	12	12	13	1308	1970	100	33	25	1479	756	1000	220	107
11220	20	132	22	2	5	11557	279	451	513	56	700	355	469	113	72
11358	10	12	2	3	6	3132	10	193	96	8	124	57	54	27	12
10454	19	12	11	0	1	10738	74	377	234	38	1295	547	905	207	112
10037	6	5	0	0	0	5832	400	123	196	31	729	361	464	111	59
11219	3	29	10	3	1	5326	241	174	262	18	242	135	141	29	18
11005	1	0	0	0	0	9	0	0	0	0	56	31	32	10	6
11222	58	6	7	6	11	7133	291	235	164	22	193	88	147	27	20
10024	43	7	5	16	7	9344	1631	200	215	11	272	154	223	35	24
10030	5	4	0	0	0	14775	183	199	275	40	1955	961	1429	292	191
10453	7	16	6	0	0	29422	136	548	795	109	3241	1397	2135	415	246
10473	5	7	0	0	0	12428	40	566	118	21	709	276	508	105	46
11228	11	12	3	3	1	2448	37	176	92	18	77	30	29	15	10
11694	11	5	2	2	2	2502	40	171	49	12	18	18	19	4	1
10308	10	5	1	10	3	1447	16	185	23	11	232	99	154	36	12
10459	8	11	5	0	0	14238	59	446	474	52	1274	724	1035	209	104
11239	4	1	0	1	0	741	24	28	11	3	75	30	34	11	2
10001	146	7	3	9	17	6498	3565	208	73	41	5245	2670	3160	761	490
11415	8	4	0	0	1	4525	64	131	85	9	903	344	494	122	75
11691	2	9	1	0	0	11221	91	437	243	33	611	255	423	77	44
10475	16	6	2	1	1	1321	11	86	19	7	244	105	138	46	37
10016	104	16	12	24	26	6428	2783	194	167	29	653	310	498	96	57
11413	5	5	0	0	0	4127	18	214	91	49	282	109	180	34	22
11428	1	6	1	0	0	3722	25	116	37	15	500	249	260	104	50
10470	5	2	0	2	0	4001	21	107	98	11	462	227	308	68	84
10027	37	12	5	5	7	20332	1256	283	353	53	1586	607	1115	235	110
11224	37	6	1	1	0	7413	240	298	84	20	1662	855	1029	250	152
11367	4	7	0	0	2	5055	23	161	56	56	274	123	187	42	23
11427	2	4	0	1	0	3042	24	115	18	9	151	88	136	28	14
10019	237	20	23	38	34	4768	3506	704	292	29	1034	495	643	196	85
11235	29	10	2	1	12	10020	265	518	324	55	401	174	239	64	34
10036	246	20	15	32	21	4321	4049	356	159	41	22	13	11	5	0
10455	12	9	11	1	0	13098	179	382	319	48	1197	560	817	169	129
11422	7	4	0	0	0	3554	21	155	40	9	63	41	67	15	7
10301	28	8	7	6	1	7911	77	379	185	35	1546	713	987	283	122
11218	24	12	12	4	2	9768	204	277	262	25	297	103	156	60	28
10457	14	14	2	0	0	26180	123	541	883	95	2083	984	1431	280	151
11237	58	14	33	3	8	20198	224	464	629	34	1277	518	761	132	100
10303	7	3	0	1	1	4345	26	367	66	18	357	161	297	36	19
11420	24	9	0	1	0	13069	40	430	92	23	150	60	115	25	9
11226	22	23	7	0	2	40063	330	497	854	66	657	285	402	84	37
10469	6	14	0	1	0	13290	57	600	242	36	353	159	204	74	32
10031	16	9	8	5	2	31002	605	356	732	63	1087	516	786	175	93
10025	29	21	11	10	7	17271	2087	380	365	30	1078	469	684	155	85
10312	16	6	0	9	6	2919	14	303	20	24	143	56	105	40	4
10309	19	4	2	9	4	1393	12	208	30	7	168	71	99	26	13
11229	18	16	3	1	10	10403	142	387	212	51	344	159	200	46	16
10458	27	21	9	18	1	31574	321	537	911	102	2707	1278	1837	392	222
11238	75	11	15	13	7	17454	378	465	271	19	421	176	301	58	20
11378	20	13	2	1	3	3595	73	288	36	27	224	87	135	32	17
10474	6	3	2	0	0	4850	46	130	123	10	1051	438	632	146	80
11357	13	7	0	12	2	2260	35	200	16	13	35	15	22	10	1
11214	12	49	3	7	13	8004	172	417	336	37	467	231	310	83	36
10044	1	2	0	0	1	140	13	32	5	0	359	183	276	50	30
11693	13	3	0	0	1	2480	21	103	36	12	71	37	89	7	11
11205	32	9	7	5	5	16198	201	290	137	17	962	458	626	156	74
10029	29	20	23	4	1	22715	707	522	403	66	2957	1208	1861	387	233
11211	100	13	21	15	14	15511	301	380	274	49	570	266	376	91	52
10471	20	3	2	2	2	3089	109	101	36	2	326	143	223	39	28
10465	27	7	4	1	3	7450	22	483	58	15	469	246	365	70	40
11109	1	1	1	1	0	92	3	5	1	0	619	330	419	136	46
11429	4	3	0	0	0	3080	20	175	43	11	122	53	65	14	6
11426	4	2	0	0	0	1174	7	82	15	7	97	49	49	17	3
11225	20	13	2	1	2	21650	146	505	643	37	1417	677	882	217	135
10009	86	13	9	10	13	19198	1198	358	227	47	321	175	239	53	39
11366	7	6	0	1	3	3749	21	106	19	5	34	7	28	3	9
11372	21	14	23	2	5	12749	127	230	179	40	1141	517	714	164	93
11423	2	3	2	0	1	5970	24	254	65	25	189	112	116	41	19
11377	26	19	16	2	4	12529	275	428	160	37	201	124	153	32	20
11234	31	17	2	8	3	11450	109	619	165	41	645	272	340	96	47
11385	59	25	15	4	7	18640	151	734	560	52	807	376	577	116	63
10302	11	8	12	0	1	3556	28	290	72	13	579	314	364	103	67
11435	16	15	6	1	1	10951	189	358	162	39	1406	697	954	190	107
11421	8	11	5	0	1	10595	53	391	101	23	386	196	276	45	36
11101	90	9	9	9	12	7660	231	271	98	48	218	91	107	30	18
10456	11	18	2	0	0	30805	126	564	797	74	1581	717	1040	228	146
10035	11	9	4	2	1	11288	1648	235	239	122	2189	1042	1448	319	176
10021	37	5	3	18	10	2743	586	149	75	8	744	392	488	128	53
11361	24	11	2	3	8	1654	20	143	17	7	428	210	283	68	37
11375	28	18	5	8	16	7281	281	375	117	24	146	61	115	16	10
11236	10	25	2	1	0	16003	127	469	231	55	864	417	593	133	66
11104	16	7	4	5	5	6224	117	165	80	16	321	132	227	44	22
10307	11	3	2	3	1	818	1	105	6	1	176	108	117	40	14
10468	14	12	10	0	0	35847	143	421	706	82	814	388	574	131	65
11233	9	11	3	1	1	17785	148	691	789	54	1454	717	1026	227	112
11370	3	1	0	1	0	3734	16	165	48	8	172	75	101	22	12
11364	7	11	1	2	6	1218	10	100	17	14	156	60	73	27	19
11208	7	22	4	0	0	21800	205	672	720	84	2058	1031	1421	296	185
10467	9	24	11	0	0	41262	154	806	842	107	1058	576	831	165	98
10010	77	10	8	10	7	5167	1387	178	49	11	883	455	658	109	68
11213	10	16	0	0	0	22347	167	450	563	108	2039	1103	1509	288	203
11207	21	27	4	1	1	25013	295	812	828	94	2784	1351	1951	389	231
11355	10	105	1	0	1	7006	78	256	190	24	441	171	260	66	29
11216	31	13	5	0	6	21080	286	636	539	47	2396	1122	1616	298	210
10462	21	14	5	1	0	19651	72	471	315	48	499	275	362	79	40
